slug,title,date,link,detail_status
walking-through-turkwals-disappearing-past,Walking through Turkwal’s disappearing past,2026-01-26T13:55:01,https://pide.org.pk/research/walking-through-turkwals-disappearing-past/,200
the-unfunded-mandate-of-pakistani-universities,The unfunded mandate of Pakistani universities,2026-01-26T12:36:52,https://pide.org.pk/research/the-unfunded-mandate-of-pakistani-universities/,200
opinion-remittances-pakistans-blessing-in-distress,OPINION: Remittances: Pakistan’s blessing in distress,2026-01-09T08:42:09,https://pide.org.pk/research/opinion-remittances-pakistans-blessing-in-distress/,200
is-pakistans-imf-dependence-a-policy-glitch,Is Pakistan’s IMF dependence a policy glitch?,2026-01-07T16:48:06,https://pide.org.pk/research/is-pakistans-imf-dependence-a-policy-glitch/,200
revitalising-gwadar-port-before-establishing-new-ports,Revitalising Gwadar port before establishing new ports,2026-01-01T12:23:33,https://pide.org.pk/research/revitalising-gwadar-port-before-establishing-new-ports/,200
the-fdi-paradox,The FDI paradox,2025-12-24T14:00:49,https://pide.org.pk/research/the-fdi-paradox/,200
opinion-rethinking-pakistans-smog-crisis,OPINION: Rethinking Pakistan’s smog crisis,2025-12-24T13:57:40,https://pide.org.pk/research/opinion-rethinking-pakistans-smog-crisis/,200
remembering-sindhs-vanished-heritage,Remembering Sindh’s vanished heritage,2025-12-22T16:06:23,https://pide.org.pk/research/remembering-sindhs-vanished-heritage/,200
opinion-ai-at-the-crossroads-engine-of-growth-or-stalled-dream,OPINION: AI at the crossroads: engine of growth or stalled dream?,2025-12-19T11:11:37,https://pide.org.pk/research/opinion-ai-at-the-crossroads-engine-of-growth-or-stalled-dream/,200
modernising-economic-governance,Modernising economic governance,2025-12-15T15:51:53,https://pide.org.pk/research/modernising-economic-governance/,200
water-crisis-between-industrial-mismanagement-and-climate-disasters,Water crisis: between industrial mismanagement and climate disasters,2025-12-12T16:00:09,https://pide.org.pk/research/water-crisis-between-industrial-mismanagement-and-climate-disasters/,200
connected-but-excluded-pakistans-digital-inclusion-puzzle,Connected but excluded: Pakistan’s digital inclusion puzzle,2025-12-12T15:59:20,https://pide.org.pk/research/connected-but-excluded-pakistans-digital-inclusion-puzzle/,200
the-past-glory-of-karnali-village,The past glory of Karnali village,2025-12-09T14:41:16,https://pide.org.pk/research/the-past-glory-of-karnali-village/,200
csr-in-times-of-climate-change,CSR in times of climate change,2025-12-09T13:54:09,https://pide.org.pk/research/csr-in-times-of-climate-change/,200
reformistans-election-surprise,Reformistan’s election surprise,2025-12-08T13:59:54,https://pide.org.pk/research/reformistans-election-surprise/,200
why-pakistans-population-policies-stalled-weak-incentives-low-agency-and-lost-momentum,"Why Pakistan’s Population Policies Stalled: Weak Incentives, Low Agency, And Lost Momentum",2025-12-08T12:26:22,https://pide.org.pk/research/why-pakistans-population-policies-stalled-weak-incentives-low-agency-and-lost-momentum/,200
pakistans-port-performance,Pakistan’s port performance,2025-12-05T14:42:32,https://pide.org.pk/research/pakistans-port-performance/,200
kitaabain-baatain-karti-hain-the-fading-soul-of-old-bookshops,Kitaabain baatain karti hain The fading soul of old bookshops,2025-12-04T14:46:24,https://pide.org.pk/research/kitaabain-baatain-karti-hain-the-fading-soul-of-old-bookshops/,200
opinion-who-can-break-inertia,OPINION: Who can break inertia?,2025-12-01T16:02:20,https://pide.org.pk/research/opinion-who-can-break-inertia/,200
when-nature-strikes-back,When Nature strikes back,2025-11-21T15:57:49,https://pide.org.pk/research/when-nature-strikes-back/,200
flood-threats-to-pakistans-food-security,Flood threats to Pakistan’s food security,2025-11-20T15:15:23,https://pide.org.pk/research/flood-threats-to-pakistans-food-security/,200
market-principles-are-not-wrong,Market principles are not wrong,2025-11-18T14:10:49,https://pide.org.pk/research/market-principles-are-not-wrong/,200
pakistan-and-the-new-middle-east,Pakistan and the new Middle East,2025-11-13T12:22:03,https://pide.org.pk/research/pakistan-and-the-new-middle-east/,200
pakistans-energy-and-climate-crossroads,Pakistan’s energy and climate crossroads,2025-11-11T11:42:57,https://pide.org.pk/research/pakistans-energy-and-climate-crossroads/,200
trading-dollars-for-dragons,Trading dollars for dragons,2025-11-10T12:37:03,https://pide.org.pk/research/trading-dollars-for-dragons/,200
a-saint-for-potohar,A saint for Potohar,2025-11-10T12:35:10,https://pide.org.pk/research/a-saint-for-potohar/,200
from-energy-debt-to-solar-discipline-a-lesson-from-china,From energy debt to solar discipline: a lesson from China,2025-11-07T14:30:13,https://pide.org.pk/research/from-energy-debt-to-solar-discipline-a-lesson-from-china/,200
pakistans-export-leap-seizing-the-global-edge,Pakistan’s export leap: seizing the global edge,2025-11-07T14:28:36,https://pide.org.pk/research/pakistans-export-leap-seizing-the-global-edge/,200
climate-diplomacy,Climate diplomacy,2025-11-01T02:35:15,https://pide.org.pk/research/climate-diplomacy/,200
in-the-heart-of-potohar,In the heart of Potohar,2025-10-31T11:37:30,https://pide.org.pk/research/in-the-heart-of-potohar/,200
the-future-is-plugged-in,The future is plugged-in,2025-10-24T14:40:34,https://pide.org.pk/research/the-future-is-plugged-in/,200
pide-and-xinjiang-university-sign-mou,PIDE and Xinjiang University Sign MoU,2025-10-23T11:29:40,https://pide.org.pk/research/pide-and-xinjiang-university-sign-mou/,200
pide-household-survey,PIDE Household Survey,2025-10-21T11:09:43,https://pide.org.pk/research/pide-household-survey/,200
how-tlp-blockades-and-afghan-tensions-choke-pakistans-economic-artery,How TLP blockades and Afghan tensions choke Pakistan’s economic artery,2025-10-21T11:09:01,https://pide.org.pk/research/how-tlp-blockades-and-afghan-tensions-choke-pakistans-economic-artery/,200
breaking-free-from-inertia,Breaking free from inertia,2025-10-21T11:07:22,https://pide.org.pk/research/breaking-free-from-inertia/,200
gold-at-new-highs-a-call-to-deepen-pakistans-capital-markets,Gold at new highs: a call to deepen Pakistan’s capital markets,2025-10-13T14:24:51,https://pide.org.pk/research/gold-at-new-highs-a-call-to-deepen-pakistans-capital-markets/,200
voices-from-markhal-village-in-talagang,Voices From Markhal Village In Talagang,2025-10-13T14:23:46,https://pide.org.pk/research/voices-from-markhal-village-in-talagang/,200
magnificent-markhal-village-of-talagang,Magnificent Markhal village of Talagang,2025-10-13T14:22:28,https://pide.org.pk/research/magnificent-markhal-village-of-talagang/,200
the-crypto-crossroads-pakistans-struggle-between-promise-and-policy,The crypto crossroads: Pakistan’s struggle between promise and policy,2025-10-10T14:14:21,https://pide.org.pk/research/the-crypto-crossroads-pakistans-struggle-between-promise-and-policy/,200
over-reliance-on-ai-is-it-costing-us-our-creativity,Over-reliance on AI: Is it costing us our creativity?,2025-10-10T14:14:19,https://pide.org.pk/research/over-reliance-on-ai-is-it-costing-us-our-creativity/,200
nature-is-paying-the-cost-of-our-common-sense,Nature is paying the cost of our ‘common sense’,2025-10-07T15:21:22,https://pide.org.pk/research/nature-is-paying-the-cost-of-our-common-sense/,200
half-a-roof-no-roof-at-all,Half a roof no roof at all,2025-10-03T14:17:40,https://pide.org.pk/research/half-a-roof-no-roof-at-all/,200
picturing-the-unseen-birth-registration-challenges,Picturing the unseen: birth registration challenges,2025-09-25T11:08:41,https://pide.org.pk/research/picturing-the-unseen-birth-registration-challenges/,200
physician-heal-thyself-higher-education-sustainability,"Physician, heal thyself: higher education sustainability",2025-09-22T09:20:27,https://pide.org.pk/research/physician-heal-thyself-higher-education-sustainability/,200
bringing-balochistan-out-of-digital-darkness,Bringing Balochistan Out Of Digital Darkness,2025-09-15T10:53:51,https://pide.org.pk/research/bringing-balochistan-out-of-digital-darkness/,200
tales-of-a-forgotten-grandeur,Tales of a forgotten grandeur,2025-09-15T10:51:55,https://pide.org.pk/research/tales-of-a-forgotten-grandeur/,200
the-natural-gas-paradox,The natural gas paradox,2025-09-11T10:25:23,https://pide.org.pk/research/the-natural-gas-paradox/,200
a-better-mobility-policy,A better mobility policy,2025-09-10T13:44:11,https://pide.org.pk/research/a-better-mobility-policy/,200
between-washington-and-beijing-pakistans-high-stakes-balancing-act,Between Washington and Beijing: Pakistan’s high-stakes balancing act,2025-09-02T12:30:28,https://pide.org.pk/research/between-washington-and-beijing-pakistans-high-stakes-balancing-act/,200
gathering-dust,Gathering dust,2025-08-31T16:16:41,https://pide.org.pk/research/gathering-dust/,200
the-legacy-of-bohar-wala-darbar,The legacy of Bohar Wala Darbar,2025-08-31T11:35:33,https://pide.org.pk/research/the-legacy-of-bohar-wala-darbar/,200
energy-impasse-the-governance-trap,Energy impasse: the governance trap,2025-08-28T11:33:20,https://pide.org.pk/research/energy-impasse-the-governance-trap/,200
the-monsoon-misery,The monsoon misery,2025-08-27T11:31:55,https://pide.org.pk/research/the-monsoon-misery/,200
blueprint-to-blackout,Blueprint to blackout,2025-08-26T11:26:57,https://pide.org.pk/research/blueprint-to-blackout/,200
tariff-stability-or-illusion-the-real-test-of-pakistans-power-reforms,Tariff stability or illusion? The real test of Pakistan’s power reforms,2025-08-21T11:25:16,https://pide.org.pk/research/tariff-stability-or-illusion-the-real-test-of-pakistans-power-reforms/,200
building-an-education-powerhouse,Building an education powerhouse,2025-08-17T11:23:45,https://pide.org.pk/research/building-an-education-powerhouse/,200
oil-deal-in-the-shadow-of-political-diplomacy,Oil deal in the shadow of political diplomacy,2025-08-14T11:21:49,https://pide.org.pk/research/oil-deal-in-the-shadow-of-political-diplomacy/,200
isnt-the-fault-actually-in-our-stars-2,Isn’t the fault actually in our stars?,2025-08-10T10:48:47,https://pide.org.pk/research/isnt-the-fault-actually-in-our-stars-2/,200
the-global-trade-race-is-on,The global trade race is on,2025-08-08T10:20:10,https://pide.org.pk/research/the-global-trade-race-is-on/,200
migration-as-adaptation,Migration as adaptation,2025-08-05T10:42:56,https://pide.org.pk/research/migration-as-adaptation/,200
a-fragile-global-recovery-what-it-means-for-pakistan,A fragile global recovery: what it means for Pakistan?,2025-08-05T10:26:08,https://pide.org.pk/research/a-fragile-global-recovery-what-it-means-for-pakistan/,200
productivity-or-perish,Productivity or perish,2025-08-04T10:18:42,https://pide.org.pk/research/productivity-or-perish/,200
why-civil-service-reforms-keep-stalling,Why civil service reforms keep stalling?,2025-08-04T10:15:50,https://pide.org.pk/research/why-civil-service-reforms-keep-stalling/,200
tracing-histories,Tracing histories,2025-08-03T09:13:08,https://pide.org.pk/research/tracing-histories/,200
legacy-in-transition-shikarpurs-library-from-jagan-nath-to-bedil,Legacy In Transition: Shikarpur’s Library From Jagan Nath To Bedil,2025-08-02T10:23:30,https://pide.org.pk/research/legacy-in-transition-shikarpurs-library-from-jagan-nath-to-bedil/,200
a-pathway-to-promote-employability-skills,A pathway to promote employability skills,2025-08-01T09:00:13,https://pide.org.pk/research/a-pathway-to-promote-employability-skills/,200
beyond-honour-reclaiming-justice-and-humanity-in-pakistan,Beyond honour: reclaiming justice and humanity in Pakistan,2025-07-31T09:48:30,https://pide.org.pk/research/beyond-honour-reclaiming-justice-and-humanity-in-pakistan/,200
promise-and-peril-of-low-policy-rates,Promise and peril of low policy rates,2025-07-28T11:13:49,https://pide.org.pk/research/promise-and-peril-of-low-policy-rates/,200
isnt-the-fault-actually-in-our-stars,Isn’t the fault actually in our stars?,2025-07-25T13:02:33,https://pide.org.pk/research/isnt-the-fault-actually-in-our-stars/,200
development-2-0-the-case-for-ppps-in-pakistan,Development 2.0: the case for PPPs in Pakistan,2025-07-25T12:38:13,https://pide.org.pk/research/development-2-0-the-case-for-ppps-in-pakistan/,200
from-crisis-to-confidence,From crisis to confidence,2025-06-23T16:02:32,https://pide.org.pk/research/from-crisis-to-confidence/,200
deterrence-by-design-2,Deterrence by design,2025-05-24T16:18:07,https://pide.org.pk/research/deterrence-by-design-2/,200
beyond-the-red-tape,Beyond the red tape,2025-03-24T11:57:56,https://pide.org.pk/research/beyond-the-red-tape/,200
pakistans-energy-mess,Pakistan’s energy mess,2024-07-15T12:40:35,https://pide.org.pk/research/pakistans-energy-mess/,200
time-to-deregulate,Time to deregulate,2024-07-14T11:44:51,https://pide.org.pk/research/time-to-deregulate/,200
agriculture-is-not-the-future-of-pakistan,Agriculture is not the future of Pakistan,2024-07-09T12:51:13,https://pide.org.pk/research/agriculture-is-not-the-future-of-pakistan/,200
whats-the-deal-with-our-solar-policy,What’s the deal with our solar policy?,2024-07-05T14:13:42,https://pide.org.pk/research/whats-the-deal-with-our-solar-policy/,200
pakistans-black-gold,Pakistan&#8217;s Black Gold,2023-07-07T13:37:24,https://pide.org.pk/research/pakistans-black-gold/,200
the-economic-aspects-of-eid-ul-azha,The Economic Aspects of Eid ul Azha,2023-06-28T21:30:18,https://pide.org.pk/research/the-economic-aspects-of-eid-ul-azha/,200
pakistans-rising-debt-and-dwindling-economy,Pakistan&#8217;s Rising Debt and Dwindling Economy,2023-05-29T08:23:35,https://pide.org.pk/research/pakistans-rising-debt-and-dwindling-economy/,200
media-coverage-of-pides-mou-with-edp,Media Coverage of PIDE’s MoU with EDP,2023-04-03T07:58:35,https://pide.org.pk/research/media-coverage-of-pides-mou-with-edp/,200
media-coverage-of-two-days-of-econ-fest,Media Coverage of two days of EconFest,2023-03-14T14:10:56,https://pide.org.pk/research/media-coverage-of-two-days-of-econ-fest/,200
pakistans-exports,Pakistan&#8217;s Exports,2023-02-14T09:29:10,https://pide.org.pk/research/pakistans-exports/,200
media-coverage-pide-visit-to-the-university-of-bahawalpur,Media Coverage &#8211; PIDE Visit to the University of Bahawalpur,2023-01-26T14:36:07,https://pide.org.pk/research/media-coverage-pide-visit-to-the-university-of-bahawalpur/,200
an-eye-on-foreign-direct-investment-in-pakistan,An eye on foreign direct investment in Pakistan,2023-01-25T14:47:31,https://pide.org.pk/research/an-eye-on-foreign-direct-investment-in-pakistan/,200
pakistans-growing-water-crisis,Pakistan&#8217;s Growing Water Crisis,2023-01-24T14:00:52,https://pide.org.pk/research/pakistans-growing-water-crisis/,200
media-coverage-round-table-meeting-with-prof-ahsan-iqbal-at-pide,Media Coverage Round-table Meeting with Prof. Ahsan Iqbal at PIDE,2023-01-20T14:19:30,https://pide.org.pk/research/media-coverage-round-table-meeting-with-prof-ahsan-iqbal-at-pide/,200
media-coverage-of-sectoral-total-factor-productivity-in-pakistan,Media Coverage Of Sectoral Total Factor Productivity In Pakistan,2023-01-16T11:54:25,https://pide.org.pk/research/media-coverage-of-sectoral-total-factor-productivity-in-pakistan/,200
media-coverage-of-social-and-civic-engagement-building-community-or-bowling-alone,Media Coverage of ‘Social And Civic Engagement: Building Community Or “Bowling Alone”?’,2023-01-09T14:15:11,https://pide.org.pk/research/media-coverage-of-social-and-civic-engagement-building-community-or-bowling-alone/,200
research-and-development-in-pakistan,Research And Development In Pakistan,2023-01-03T11:07:21,https://pide.org.pk/research/research-and-development-in-pakistan/,200
responding-to-the-future,Responding To The Future,2022-12-16T10:59:20,https://pide.org.pk/research/responding-to-the-future/,200
state-of-school-education-in-pakistan,State of School Education in Pakistan,2022-12-12T09:47:52,https://pide.org.pk/research/state-of-school-education-in-pakistan/,200
electricity-distribution-failing-is-privatization-a-solution,Electricity Distribution Failing: Is Privatization a Solution?,2022-12-10T21:17:24,https://pide.org.pk/research/electricity-distribution-failing-is-privatization-a-solution/,200
the-economic-calamity-of-flooding,The Economic Calamity of Flooding,2022-12-06T10:44:07,https://pide.org.pk/research/the-economic-calamity-of-flooding/,200
the-pakki-naukri-syndrome,The Pakki Naukri Syndrome,2022-12-05T11:24:15,https://pide.org.pk/research/the-pakki-naukri-syndrome/,200
a-nexus-of-circular-debt,A nexus of circular debt,2022-12-01T11:04:51,https://pide.org.pk/research/a-nexus-of-circular-debt/,200
questioning-the-identity,Questioning the Identity,2022-11-03T14:53:03,https://pide.org.pk/research/questioning-the-identity/,200
milk-prices-in-pakistan,Milk Prices in Pakistan,2022-10-31T09:54:54,https://pide.org.pk/research/milk-prices-in-pakistan/,200
pre-paid-smart-meter-and-transparent-electricity-bills,Pre-paid Smart Meter and Transparent Electricity Bills,2022-10-07T09:06:59,https://pide.org.pk/research/pre-paid-smart-meter-and-transparent-electricity-bills/,200
dairy-processing-in-pakistan,Dairy Processing in Pakistan,2022-10-04T12:31:13,https://pide.org.pk/research/dairy-processing-in-pakistan/,200
revitalizing-pakistans-railway-through-ml-1,Revitalizing Pakistan’s Railway through ML-1,2022-10-01T10:30:10,https://pide.org.pk/research/revitalizing-pakistans-railway-through-ml-1/,200
world-youth-ageism-way-forward,"World youth, ageism &#038; way forward",2022-09-26T12:18:15,https://pide.org.pk/research/world-youth-ageism-way-forward/,200
youth-bulge-in-pakistan-bane-or-boon,Youth bulge in Pakistan: bane or boon?,2022-08-24T12:48:38,https://pide.org.pk/research/youth-bulge-in-pakistan-bane-or-boon/,200
adequate-energy-supply-as-a-driver-of-economic-growth,Adequate Energy Supply as A Driver Of Economic Growth,2022-08-24T09:47:53,https://pide.org.pk/research/adequate-energy-supply-as-a-driver-of-economic-growth/,200
pide-launches-one-year-growth-strategy-for-pakistan,PIDE launches &#8220;One Year Growth Strategy for Pakistan&#8221;,2022-08-17T08:48:27,https://pide.org.pk/research/pide-launches-one-year-growth-strategy-for-pakistan/,200
chomsky-urges-pakistan-india-to-accommodate-each-other,"Chomsky urges Pakistan, India to Accommodate each other",2022-07-28T15:43:53,https://pide.org.pk/research/chomsky-urges-pakistan-india-to-accommodate-each-other/,200
breaking-the-taboos,Breaking the Taboos!!,2022-06-20T14:41:49,https://pide.org.pk/research/breaking-the-taboos/,200
media-coverage-of-rasta-2nd-conference-1st-day,Media Coverage of RASTA 2nd Conference &#8211; 1st Day,2022-06-03T15:52:11,https://pide.org.pk/research/media-coverage-of-rasta-2nd-conference-1st-day/,200
pide-rasta-to-hold-two-day-conference-on-policy-issues,PIDE-RASTA To Hold Two-day Conference On Policy Issues,2022-05-31T14:22:44,https://pide.org.pk/research/pide-rasta-to-hold-two-day-conference-on-policy-issues/,200
gender-sensitization-and-social-change,Gender Sensitization and Social Change,2022-05-22T00:19:57,https://pide.org.pk/research/gender-sensitization-and-social-change/,200
pide-irs-sign-mou,"PIDE, IRS sign MOU",2022-05-11T15:16:51,https://pide.org.pk/research/pide-irs-sign-mou/,200
kya-mehangai-ka-boojh-sirf-ameer-tabqe-parhi-parhega-dr-nadeem-ul-haque-kya-kehte-hain-aaj-news,Kya mehangai ka boojh sirf ameer tabqe parhi parhega?| Dr. Nadeem ul Haque kya kehte hain?| Aaj News,2022-04-26T11:08:03,https://pide.org.pk/research/kya-mehangai-ka-boojh-sirf-ameer-tabqe-parhi-parhega-dr-nadeem-ul-haque-kya-kehte-hain-aaj-news/,200
social-science-research-do-we-need-to-dig-deeper,Social Science Research: Do We Need to Dig Deeper?,2022-04-19T14:14:26,https://pide.org.pk/research/social-science-research-do-we-need-to-dig-deeper/,200
media-coverage-on-informal-conversation-on-pakistan-economy,Media Coverage on &#8220;Informal Conversation on Pakistan Economy&#8221;,2022-04-19T09:18:59,https://pide.org.pk/research/media-coverage-on-informal-conversation-on-pakistan-economy/,200
moot-on-energy-issues-development,"Moot on energy issues, development",2022-03-27T11:57:36,https://pide.org.pk/research/moot-on-energy-issues-development/,200
ncds-account-for-85pc-of-total-disease-burden-among-elderly,NCDs account for 85pc of total disease burden among elderly,2022-03-07T08:44:07,https://pide.org.pk/research/ncds-account-for-85pc-of-total-disease-burden-among-elderly/,200
housing-housing,"Housing, Housing (Daily Times)",2022-03-01T15:09:56,https://pide.org.pk/research/housing-housing/,200
pide-in-dawn-editorial,PIDE in DAWN Editorial,2022-02-23T13:43:20,https://pide.org.pk/research/pide-in-dawn-editorial/,200
newspaper-editorials-on-pides-report,Newspaper Editorials on  PIDE&#8217;s Report,2022-02-09T15:02:30,https://pide.org.pk/research/newspaper-editorials-on-pides-report/,200
food-inflation-what-stimulates-it-in-the-short-run-and-the-long-run,Food Inflation: What Stimulates It In the Short-Run and the Long-Run?,2022-02-01T15:00:49,https://pide.org.pk/research/food-inflation-what-stimulates-it-in-the-short-run-and-the-long-run/,200
targeting-methods,Targeting methods,2022-01-10T15:28:53,https://pide.org.pk/research/targeting-methods/,0
31-seth-companies-control-pakistan-stock-exchange-pide-study,&#8217;31 SETH&#8217; Companies Control Pakistan Stock Exchange: PIDE Study,2022-01-03T15:28:26,https://pide.org.pk/research/31-seth-companies-control-pakistan-stock-exchange-pide-study/,0
